nombre,cuenta,username,followers,engagementRate
ɢᴜᴀᴅᴀʟᴜᴘᴇ ᴄᴏʟᴏᴍʙᴏ ᴍᴇɪ,https://www.instagram.com/guadacolombomei,guadacolombomei,"18,025",2.20%
Sofi Cantilo,https://www.instagram.com/soficantilo,soficantilo,"18,011",3.70%
Luchy Cosoleto,https://www.instagram.com/luchycosoleto,luchycosoleto,"18,003",1.50%
FLOR FLORIO,https://www.instagram.com/florflor,florflor,"17,908",3.10%
Jenni Reyes,https://www.instagram.com/chinnireyes,chinnireyes,"17,828",3.50%
Lorena Maciel @maclorena,https://www.instagram.com/maclorena,maclorena,"17,785",2%
Le Banana,https://www.instagram.com/lebananas,lebananas,"17,772",0.90%
ᴄᴇᴄɪʟɪᴀ ɴᴀᴘᴏʟɪ,https://www.instagram.com/soy_ceci,soy_ceci,"17,738",1.10%
Muy Minitah,https://www.instagram.com/muy__minitah,muy__minitah,"17,515",1.80%
Candela Noelia Díaz,https://www.instagram.com/candelandiaz13,candelandiaz13,"17,501",28.30%
Agus Echegoyen,https://www.instagram.com/agustinaechegoyen,agustinaechegoyen,"17,494",2%
Jesica L. L.,https://www.instagram.com/jesicall,jesicall,"17,473",4.50%
Paula Trapani,https://www.instagram.com/pautrapani,pautrapani,"17,458",4.10%
Lola Poggio & Lola Ahumada,https://www.instagram.com/lolitapoggioyahumada,lolitapoggioyahumada,"17,445",0.40%
Sol Naddeo🌞 Blogger & Youtuber,https://www.instagram.com/hellosunshinearg,hellosunshinearg,"17,262",1.80%
gran fuego argentino🔥🔥🔥,https://www.instagram.com/gran_fuego,gran_fuego,"16,935",4.40%
JUAN VITALI 🛠️,https://www.instagram.com/juannvitali,juannvitali,"16,634",4.60%
Jeremias Thomas,https://www.instagram.com/thomasjeremias,thomasjeremias,"16,529",8.90%
E m m e | Encincoestoy,https://www.instagram.com/emmebelier,emmebelier,"16,514",1.50%
Mario de Elias,https://www.instagram.com/negrodeeliastri,negrodeeliastri,"16,373",4.20%
Agustín Eme,https://www.instagram.com/agustineme,agustineme,"16,349",10.30%
Tendenciera,https://www.instagram.com/tendenciera,tendenciera,"16,154",0.70%
Sιℓναиα Mιиα∂єσ,https://www.instagram.com/soysilminadeo,soysilminadeo,"16,133",4.10%
zabo,https://www.instagram.com/zabodice,zabodice,"16,010",4.90%
MORA PIÑERO,https://www.instagram.com/morapinero,morapinero,"15,549",5.40%
ɴᴀʀᴇʟᴀ ᴊᴜᴀʀᴇᴢ 🌹,https://www.instagram.com/narelajuarez,narelajuarez,"15,399",2.70%
🇦🇷 AGUS & RO | VIAJERAS,https://www.instagram.com/theviaje_,theviaje_,"14,960",5.60%
Paula Varela 🇦🇷,https://www.instagram.com/pauluvarela,pauluvarela,"14,928",2.30%
Daniela Dini,https://www.instagram.com/danidiniperiodista,danidiniperiodista,"14,875",0.80%
Jenny Vo Rios,https://www.instagram.com/jennyvochic,jennyvochic,"14,497",2.30%
Marina Abiuso,https://www.instagram.com/mabiuso,mabiuso,"14,479",3.10%
Julian Olmedo,https://www.instagram.com/lepeolmedo,lepeolmedo,"14,432",10.90%
Abru Varela,https://www.instagram.com/abbruvarela,abbruvarela,"14,183",5%
Juan Craveri 🇦🇷🤙,https://www.instagram.com/juancraveri,juancraveri,"13,975",3.20%
María Belén Aramburu,https://www.instagram.com/mariabelenaramburu,mariabelenaramburu,"13,946",0.90%
Martina ⚡️ Elisa,https://www.instagram.com/martinaelisa_,martinaelisa_,"13,757",6%
Tᴏʀɪ Cᴀᴍᴇʀɪɴɪ,https://www.instagram.com/toricamerini,toricamerini,"13,233",6.90%
Guadalupe,https://www.instagram.com/lupedisalvo,lupedisalvo,"13,091",
Vicky Gils,https://www.instagram.com/vickygils,vickygils,"13,002",
Any Ventura,https://www.instagram.com/anyventura1,anyventura1,"12,747",2%
︾︾︾︾︾︾︾,https://www.instagram.com/lolilanusse,lolilanusse,"12,680",5.80%
Anne Gabillot,https://www.instagram.com/annegabillot,annegabillot,"12,494",3.90%
Beauty & Lifestyle Argentina,https://www.instagram.com/flaviaflanders,flaviaflanders,"12,485",1.50%
Belen Ayerza,https://www.instagram.com/beluayerza,beluayerza,"12,484",3.70%
Candelaria Benijes,https://www.instagram.com/candebenijes,candebenijes,"12,446",5.10%
Sabrina Traverso 💚,https://www.instagram.com/sabrina.traverso,sabrina.traverso,"12,436",11.50%
Charly G.,https://www.instagram.com/charlygartista,charlygartista,"12,217",0.60%
Ramiro Torrents,https://www.instagram.com/ramirotorrents,ramirotorrents,"12,196",11.30%
L U C A S  S A N T A M A R I A,https://www.instagram.com/lucassantamaria,lucassantamaria,"11,880",3.70%
Santiago Lange,https://www.instagram.com/santilange,santilange,"11,731",13%
Adry Balbo,https://www.instagram.com/adrybalbo,adrybalbo,"11,660",2.70%
S O F I A   C A S T A Ñ O N,https://www.instagram.com/soficastanion,soficastanion,"11,632",3.50%
Augusto Mayer,https://www.instagram.com/aspirineta,aspirineta,"11,627",3.30%
Recetas Veganas,https://www.instagram.com/veganismo.arg,veganismo.arg,"11,323",3.70%
,https://www.instagram.com/josefinaane,josefinaane,"11,191",3.70%
𝒫𝓇𝒾 𝒫𝒶𝓈𝓉𝑜𝓇,https://www.instagram.com/pripastor,pripastor,"11,108",0.40%
Postcards from Ivi-Travel Blog,https://www.instagram.com/postcardsfromivi,postcardsfromivi,"11,102",3.70%
Ricardo Dasso,https://www.instagram.com/ricardodasso,ricardodasso,"11,066",0.60%
Belén,https://www.instagram.com/mbelenblasco,mbelenblasco,"11,006",8.80%
Luis Migueles Running Coach,https://www.instagram.com/luismigueles800,luismigueles800,"10,924",1.40%
Barbara MAZZONI,https://www.instagram.com/babsymazzoni,babsymazzoni,"10,863",2.70%
Adolfo Cambiaso,https://www.instagram.com/adolfocambiaso1,adolfocambiaso1,"10,552",3.20%
Monica Juarez,https://www.instagram.com/monicajuarez8,monicajuarez8,"10,427",1.10%
MATEO BIRKNER 👨🏽‍✈️,https://www.instagram.com/mateobirkner,mateobirkner,"10,332",5.40%
Sofi Belapolsky,https://www.instagram.com/sofibelapolsky,sofibelapolsky,"10,327",3%
𝐿𝑢𝑙𝑖 𝑇𝑜𝑟𝑟𝑒𝑠 𝐵𝑒𝑙𝑡𝑟𝑎𝑛,https://www.instagram.com/lucianatorresbeltran,lucianatorresbeltran,"10,298",2.70%
Mariana Gándara,https://www.instagram.com/maru_gandara,maru_gandara,"10,260",1.30%
Antonella Tignanelli,https://www.instagram.com/maryavocado,maryavocado,"10,181",2.70%
R O S A R I O,https://www.instagram.com/rochicarneiro,rochicarneiro,"10,091",3.30%
Luli Nini,https://www.instagram.com/lucianini,lucianini,"9,915",1.40%
Violeta Colombo,https://www.instagram.com/violeta.colombo,violeta.colombo,"9,874",3%
Srta. Natu Arenas,https://www.instagram.com/natuarenas,natuarenas,"9,777",1.10%
Luz,https://www.instagram.com/modoturista.salta,modoturista.salta,"9,684",2.70%
Josefa Canales,https://www.instagram.com/joosefacanales,joosefacanales,"9,623",4.30%
Floriana Hoffmann,https://www.instagram.com/florianahoff,florianahoff,"8,885",7.20%
A G U S   C A S T A Ñ O S,https://www.instagram.com/aguscastanosestudio,aguscastanosestudio,"8,852",1.80%
ale,https://www.instagram.com/alejandrogravier,alejandrogravier,"8,781",7.70%
Delfina Caporaso,https://www.instagram.com/delficapo,delficapo,"8,446",4.40%
Nacho Gundesen,https://www.instagram.com/nachogundesen,nachogundesen,"8,398",7.10%
Maggie Grosso,https://www.instagram.com/grossomaggie,grossomaggie,"8,194",1%
Milton Vieyra,https://www.instagram.com/emevieyra,emevieyra,"8,191",10.40%
Vicky Ray,https://www.instagram.com/vickyrayestudio,vickyrayestudio,"8,157",1.80%
Felicitas,https://www.instagram.com/felimiranda,felimiranda,"8,083",7%
EMT - Electronic Music Travel,https://www.instagram.com/electronicmusictravel,electronicmusictravel,"8,064",2.50%
PҒ 🇦🇷,https://www.instagram.com/paulfava,paulfava,"7,997",1.90%
Estefanía de la Paz 🏃🏼‍♀️,https://www.instagram.com/estefidelapaz,estefidelapaz,"7,804",3.10%
Fiorella Chiappe Madsen,https://www.instagram.com/chiappefiorella,chiappefiorella,"7,730",7.50%
🌵Delfi Hp Clarita Ibarrola🌵,https://www.instagram.com/2coolmoms,2coolmoms,"7,713",6.20%
A.M.A. Alfonsina,https://www.instagram.com/latina.americana,latina.americana,"7,662",2%
🇦🇷 Ezequiel Pauluzak 🇦🇷,https://www.instagram.com/ezequielpauluzak,ezequielpauluzak,"7,480",5.60%
Francisco Woloch,https://www.instagram.com/franciscowoloch,franciscowoloch,"7,416",5.80%
Cecilia Bou,https://www.instagram.com/chicaelectricaa,chicaelectricaa,"7,021",1.80%
GabyPEREZ💮Art,https://www.instagram.com/gabyperez_art,gabyperez_art,"7,015",1.80%
"Its me, Mechi 🤙",https://www.instagram.com/mechijunquet,mechijunquet,"6,984",10%
VALENTINA,https://www.instagram.com/valesola_,valesola_,"6,978",15.80%
FELICITAS RAMA ♐,https://www.instagram.com/trendyjungle,trendyjungle,"6,923",0.70%
"Fedra, Luna Sambrán",https://www.instagram.com/fedra.lunasambran,fedra.lunasambran,"6,816",8.40%
Melisa Quintero | 📍 BA,https://www.instagram.com/ojosideral.natureph,ojosideral.natureph,"6,591",6%
S,https://www.instagram.com/sol_dominguez,sol_dominguez,"6,546",6.80%
Dady Brieva,https://www.instagram.com/dadybrieva,dadybrieva,"6,541",5.60%
Pato Fuks,https://www.instagram.com/patofuks,patofuks,"6,508",3.80%
ᐯ I ᖇ G I ᑎ I ᗩ 🌺,https://www.instagram.com/virmoscara,virmoscara,"6,471",9.20%
Myriam Bunin,https://www.instagram.com/conestilomyriam,conestilomyriam,"6,422",1.10%
Belu Moroni,https://www.instagram.com/belumoroni,belumoroni,"6,420",2.60%
Iñaki Odriozola,https://www.instagram.com/inakiodriozola,inakiodriozola,"6,139",14.70%
Asana Cosmetología,https://www.instagram.com/asanacosmetologia,asanacosmetologia,"6,075",3.40%
⇥ Gaby Chavez ⇤,https://www.instagram.com/gabychavez86,gabychavez86,"5,984",10.90%
Victor Heredia 🍀,https://www.instagram.com/coachvictorheredia,coachvictorheredia,"5,810",2.40%
Yamila Trautman,https://www.instagram.com/trautman,trautman,"5,658",7%
sᴏᴡɪᴇ,https://www.instagram.com/sofistavrou,sofistavrou,"5,413",5.50%
Turista.ar,https://www.instagram.com/turista.ar,turista.ar,"5,260",5.20%
Martina Bancalari,https://www.instagram.com/martubanca,martubanca,"5,166",8.60%
Pablo Forgit  🙌,https://www.instagram.com/pabloforgit,pabloforgit,"5,151",2%
NAT KAT,https://www.instagram.com/natkatnatkat,natkatnatkat,"5,086",3.50%
Zeninho,https://www.instagram.com/zeninho,zeninho,"5,069",4.70%
Vicky,https://www.instagram.com/vickyvinent,vickyvinent,"4,639",11.50%
Tomas Birkner De Miguel,https://www.instagram.com/tomas_birkner,tomas_birkner,"4,077",12.60%
Agus Santamarina,https://www.instagram.com/agus.santamarinamakeup,agus.santamarinamakeup,"3,841",2.50%
Silvestre.,https://www.instagram.com/sere_silver,sere_silver,"3,637",11.30%
Roma,https://www.instagram.com/realmissroma,realmissroma,"3,540",7.10%
TOMI WEISS,https://www.instagram.com/weisstomi,weisstomi,"3,445",19.40%
Tatiana Ymaz,https://www.instagram.com/tatiymaz,tatiymaz,"3,047",5%
S a n t i a g o  A r é v a l o,https://www.instagram.com/santi.arevalo,santi.arevalo,"2,663",8.10%
SOFIA MOSS 🌸🌸🌸,https://www.instagram.com/sofimoss,sofimoss,"2,460",13.50%
ᴍ ᴀ ʀ ᴛ ɪ  ᴄ ᴀ ñ ᴏ 👩🏼‍🌾®,https://www.instagram.com/martiicano,martiicano,"2,331",26.80%
Francesca de Nicola,https://www.instagram.com/frandenicola,frandenicola,"2,236",15.10%
Carlos Miyama 📷,https://www.instagram.com/carlosmiyama,carlosmiyama,"1,686",14.10%
Tini Beccar Varela 🌸🌈⚡️,https://www.instagram.com/tinibv,tinibv,"1,673",9.50%
